question,answer
حكم طواف الافاضة بغير لباس الإحرام ,يجوز طواف الافاضة من غير لباس الإحرام
متى يأتي الحاج  بركن السعي  بين الصفا  والمروة,أولا ؛ إذا دخل الحاج بحجالتمتع فإن ركن السعي يوقعه عقب طوافالإفاضة ثانيا ؛ إذا دخل الحاج بحجالافرادأوالقران الحاج الذي دخل بحج الافراد أو القرآن لايخلوا من حالتين الحالةالاولى أن يكون ممن يجب عليه طواف القدوم فى هذه الحالة يجب عليه تقديم ركن السعي على الوقوف بعرفة ، بأن يوقعه بعد طواف القدوم ، فإن اخره وجب عليهالهدي الحالةالثانية ؛ أن يكون ممن لايجب عليه طواف القدوم إن لم يكن ممن يجب عليه طواف القدوم ، وجب عليه تأخير السعي حتى يطوف طواف الافاضة ، فإن قدمه عليه بأن اوقعه بعد طواف نفل وجب عليه إعادته بعد طواف الافاضة أن كان لايزال بمكة فإن خرج منها وتباعد عنها لم يجب عليه الرجوع ولزمهدم لتركهواجبالسعيبعدطوافالافاضة تنبيههام ؛ وهنا تجدر الإشارة الى أن طواف القدوم لايكون واجبا فى حق المراهق اي راهقه الزمن بمعنى ضاق عليه عن اداء الطواف لخشية فوات الوقوف بعرفة ، ومثل المراهق الحائضوالنفساءوالمغمىعليه
هل يترتب على الحاج شئ، إذا استعمل الحزام لشد الإزار  وكذلك المشبك( المساك ) للرداء ,يجوز لبس الحزام لشد الازار للحاجة خوف سقوطه مثلا أو وضع مشبك مساك ولا
هل يجوز للحاج المتمتع ان يحرم بعمرة ثانية بعد تحلله من عمرته الاولي التى دخل بها ، وقبل الاحرام بالحج ,يجوز ذلك وعليه ،وهو ما أفاد به الشيخ ابن أبي زيد القيرواني فى قوله والمعتمر مرارا فى أشهر الحج من عامه فهدي واحد يجزئه لتمتعه النوادر والزيادات ويجب على المحرم بعمرة وهو بمكة ، أن يخرج الي الحل التنعيم مثلا ليحرم منه
حكم تاخير الحلق أو التقصير حتى تنتهي أيام منى ,من المستحب أن يكون الحلق فى يوم النحر، اتباعا لفعل النبي صلى الله عليه وسلم، ولاحرج فى تأخيره حتى تنتهي أيام منى ويرجع إلي مكة تنبيه ؛ الأعمال التي يقوم بها الحاج يوم النحر مجموعة فى كلمة رن حط ؛ الرمي النحر الحلق طواف الافاضة فمن قدم طواف الافاضة على الرمي وجب عليه الهدي ومن قدم الحلق على الرمي وجب عليه الفدية أما تقديم الرمي على النحر وتقديم النحر على الحلق وتقديم النحر والحلق على الافاضة فمستحب وليس بواجب فمن نحر قبل الرمي ، أو أفاض قبل النحر ، أو قبل الحلق ،أو قبلها معا ،أو قدم الحلق على النحر ، فلاشء عليه سواء فعل ذلك عمدا أو نسيانا
اذا حاضت المراة قبل طواف الافاضة ,المشهور أن الطهارة شرط فى صحة الطواف، فلايصح من الحائض او النفساء أن تطوف حتى تطهر وتتطهر لكن المرأة إذا اصظرت إلى مغادرة مكة ولم يمكنها انتظار الطهر ، يمكنها أن تأخذ برأي أبي حنيفة ،فتطوفوهيحائض وعليها الهدي أي بمعنى يرخص للمراة التي لاتستطيع الانتظار لأجل مواعيد السفر او لفوات الرفقة او لاتستطيع الرجوع للطواف ولو طهرت أن تطوف ولو حائضا مع وجوب الهدي
هل يترتب  على المحرم حال الاحرام شئ إذا قتل الذباب والبعوض ,لا يترتب شئ على من قتل الذباب والبعوض وهو فى حالة إحرام ، وذلك للاذي الذي يكون منهاتنبيههام ؛ فى المذهب قتل أو طرح أكثر من عشر قملات مطلقا ،ولو لإزالة الأذى وجب عليه
هل يجوز إعطاء الفدية ( إطعام 60 مساكين ) الواجبة فى فدية الأذى والترفه  لمسكين واحد  ,مذهب الجمهور بما فيهم المالكية ، أن تعطي الفدية لستة مساكين ، لكل مسكين نصف صاع
هل يمكن للحاج أن يخرج الفدية ببلده بعد رجوعه من الحج ,نعم ؛ يجوز أن يخرج الحاج الفدية ببلده بعد رجوعه من الحج، إذ أن الفدية لاتختص بزمان أو مكان ، سواء كانت صياما أو صدقة أو ذبح شاة ، فللحاج أن يأتي بها بمكة أو يؤخرها الي حين رجوعه الي بلده
ما هو حكم من شك فى عدد الحصيات ,لايخلوا حال من شك فى عدد الحصيات من الفرضيات التالية إن شك فى عدد الحصيات فى جمرة ، ولم يرم مابعد تلك الجمرة ، فإنه يبني على اليقين النقصان ويزيد ماشك فيه ولو طال الزمن إن حصل له الشك فى حصيات جمرة بعد رمي مابعدها ، فإنه يرمي الحصيات الناقصة فقط من تلك الجمرة ويعيد مابعدها إن حصل له الشك فى حصيات الجمرتين الصغري والوسطي بعد رمي الجمرة الكبري ، فإنه يعود للأولى التي هي الصغري، ويرمى مانقص منها ، ويعيد الثانية والثالثة بسبع حصيات لكل منهما ؛ لأن رميهما لايصح الا اذا كان ماقبلهما رميا كاملا
هل يجوز للمرأة حال الاحرام استعمال الحناء والكحل  ,إستعمال الحناء والكحل ولو لم إستعمال الحناء والكحل إستعمال الحناء والكحل ولو إستعمال الحناء والكحل
حكم تقصير المحرم شعره للتحلل  بنفسه ولغيره ,لاحرج على المحرم فى أن يتولي حلق رأسه بنفسه عند التحلل يتحلل بنفسه أو يقص له غيره ، ولو كان الغير محرما لم يتحلل بعد كذلك لاشئ عليه فى قيامه بحلق غيره ولو لم يحل ، إن كان الغير حلالا اي غير محرم أو كان محرما يريد التحلل ،كل ذلك لاشئ فيه واظن والعلم عند الله أن المجيب وقع له خلط فى فهم محظور حلق أو تقصير الشعر نحن نعلم أن المحرم حال احرامه لايجوز له الأخذ من شعره ، أما حلق أو تقصير شعر الغير محرم يريد التحلل أو غير محرم جائز لأنه فعل أمرا مشروعا الأمر الغير مشروع فى حقه أن يأخذ هو أو غيره من شعره حال احرامه
